logMBHMSun,logMBHMSunstd,logMsphMSun,logMsphMSunstd,logMDMMSun,logMDMMSunstd
7.07206068899006,0.050617008535667266,10.439086828950849,0.16222947312909416,12.207927507431034,0.17838753528593781
6.950172366323823,0.06059223361599992,10.353367672821543,0.2177048713040498,12.000413702964362,0.13282405009476891
6.751941537976818,0.08129265842017053,10.267609464940765,0.23780498780428916,11.900687843159375,0.1299734075158105
6.602832324801013,0.029591016686878524,9.970109055023562,0.07140983571965938,11.927097524598286,0.11975709767584922
6.183564743465392,0.12098842299169973,9.871845684938336,0.21101385805693462,11.75262241821899,0.11992032151515795
6.196916643365182,0.19577950992242305,9.387893590210993,0.2484125272298767,11.716407679865283,0.11543060270377774
7.302946466051131,0.07965306076507211,10.461019086238355,0.2468928125044123,12.26425509927968,0.1227887961790779
7.040936466019802,0.08075903342192818,10.534061348573923,0.12231238234596925,11.96169858691298,0.24740604894090626
6.783764819493506,0.21142466257565298,10.137832153829581,0.16227958258589084,11.852861045588153,0.13303429006284553
6.8684173633279695,0.10437118808395186,10.052952172270897,0.26219715588445375,11.842068488414306,0.11027541285893742
6.398628318684487,0.11932141699956075,9.88211350911124,0.2852119006885164,12.018192541195532,0.11983244369529555
6.513666998271622,0.11258526820731733,9.655988281349988,0.23114755229279432,11.91775293055047,0.11030805319023201
7.55152729218657,0.07006504950762063,10.48000785464977,0.21211049976965346,12.093366014937242,0.21815390430484002
7.410300153166448,0.03371608141308326,10.353339052899607,0.1418519255563662,11.788322690657342,0.36701938932218453
7.4723697273183625,0.05375225634702567,10.227940625220329,0.12526507779090748,11.909570244984408,0.2736991559277996
7.066005539823899,0.052427284974771386,10.107344158366056,0.25737784120071067,11.985559541209742,0.13102520874852364
6.886885380087765,0.11350385693723412,9.94413467243832,0.17481750054552364,12.027444044496532,0.1388700213586264
6.779067047498291,0.16641657872470705,9.60949906391172,0.24753207646182782,12.01577525925636,0.12013929661837719
8.03291702961285,0.10847218405941558,10.754848422842828,0.28866067988936156,12.32346718405285,0.13108088856071864
7.836922710673472,0.08985209812055034,10.347332441551508,0.249648181622654,12.122051008186501,0.13218260423802367
7.725306755623781,0.1192936899914595,10.279130700946183,0.2845064245402738,11.95608630495014,0.12255058398061615
7.373659641119967,0.21240085836039138,10.102441587506483,0.2518307561556231,12.036288095308628,0.12540554967041823
6.998729001622519,0.2968582231420002,9.761172904786484,0.24907661463651917,11.930392112537014,0.11031103323169714
6.9394955590056755,0.09490543924621116,9.719588215993493,0.21118027875612036,11.882454454598092,0.11981082001211037
8.378565152006006,0.041027995175115704,10.835585495176097,0.24991669101312153,12.145967117303897,0.1885842127202231
8.232432523482801,0.07082767469658162,10.480272657824209,0.22005144803597515,12.315763832043537,0.15953783605766145
8.145075482618,0.15914933540013912,10.235408537300948,0.15368171402725267,12.20991606708635,0.12078807432031723
7.7064614166092,0.3593692539001174,10.279376540725272,0.21856995890431974,12.265051994855813,0.13930023537387543
7.4943893140783215,0.1829392782660928,10.016209248212967,0.19982003740149964,12.087009059164716,0.1254188105060866
7.371800005588858,0.12003958598850384,9.7255889162524,0.20526415933810338,11.896460050748724,0.14880185887453082
8.80429843117336,0.030918131666213537,11.030761246549032,0.2499912937541736,12.287275961514288,0.15043337961015887
8.911919291793026,0.09800136186573881,10.496410318584068,0.2492709508990514,12.261308876738049,0.13091555567999358
8.269311195115367,0.09279063524617592,10.301566667579571,0.24730028004324434,12.218417355321272,0.12040437308686486
7.962009290911165,0.13793808922576012,10.30258940118537,0.2188197577168951,12.13956639545936,0.1298338876535657
7.650113973561871,0.02686871136364802,10.028205267420045,0.16630409307866034,12.081697260791767,0.1242301560047204
7.851793879802555,0.13559535322329055,9.693399254238868,0.19870990886210296,11.88775530369502,0.18745424206880387
